port,month,calls,import_mt,export_mt,volume_mt,calls_yoy,volume_yoy
Indonesia - Offshore Oil Terminal 6,2024-11,2,0,0,0,-50.0,
Indonesia - Offshore Oil Terminal 6,2024-12,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 6,2025-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 6,2025-02,2,0,0,0,0.0,
Indonesia - Offshore Oil Terminal 6,2025-03,2,0,0,0,inf,
Indonesia - Offshore Oil Terminal 6,2025-04,2,0,0,0,inf,
Indonesia - Offshore Oil Terminal 6,2025-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 6,2025-06,2,0,0,0,-50.0,
Indonesia - Offshore Oil Terminal 6,2025-07,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 6,2025-08,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 6,2025-09,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 6,2025-10,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 6,2025-11,2,0,0,0,0.0,
Indonesia - Offshore Oil Terminal 6,2025-12,4,81096,0,81096,inf,inf
Indonesia - Offshore Oil Terminal 6,2026-01,2,149074,0,149074,inf,inf
Indonesia - Offshore Oil Terminal 6,2026-02,4,0,0,0,100.0,
Indonesia - Offshore Oil Terminal 6,2026-03,4,0,0,0,100.0,
Indonesia - Offshore Oil Terminal 6,2026-04,4,81096,0,81096,100.0,inf
Indonesia - Offshore Oil Terminal 6,2026-05,6,0,0,0,inf,
Indonesia - Offshore Oil Terminal 6,2026-06,4,0,0,0,100.0,
Indonesia - Offshore Oil Terminal 6,2026-07,6,13118,0,13118,inf,inf
Indonesia - Offshore Oil Terminal 6,2026-08,4,162192,0,162192,inf,inf
Indonesia - Offshore Oil Terminal 7,2019-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-02,2,0,135742,135742,,
Indonesia - Offshore Oil Terminal 7,2019-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-06,2,0,31922,31922,,
Indonesia - Offshore Oil Terminal 7,2019-07,2,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-08,2,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-10,4,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2019-12,2,0,31922,31922,,
Indonesia - Offshore Oil Terminal 7,2020-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2020-02,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 7,2020-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2020-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2020-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2020-06,2,0,0,0,0.0,-100.0
Indonesia - Offshore Oil Terminal 7,2020-07,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 7,2020-08,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 7,2020-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2020-10,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 7,2020-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2020-12,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 7,2021-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-06,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 7,2021-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2021-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-06,2,0,0,0,inf,
Indonesia - Offshore Oil Terminal 7,2022-07,2,0,0,0,inf,
Indonesia - Offshore Oil Terminal 7,2022-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2022-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-06,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 7,2023-07,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 7,2023-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2023-12,4,0,23874,23874,inf,inf
Indonesia - Offshore Oil Terminal 7,2024-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-06,2,0,31922,31922,inf,inf
Indonesia - Offshore Oil Terminal 7,2024-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2024-12,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 7,2025-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2025-02,2,0,31922,31922,inf,inf
Indonesia - Offshore Oil Terminal 7,2025-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2025-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2025-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2025-06,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 7,2025-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2025-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2025-09,2,0,31922,31922,inf,inf
Indonesia - Offshore Oil Terminal 7,2025-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2025-11,2,0,0,0,inf,
Indonesia - Offshore Oil Terminal 7,2025-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2026-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2026-02,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 7,2026-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2026-04,2,0,31922,31922,inf,inf
Indonesia - Offshore Oil Terminal 7,2026-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2026-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2026-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 7,2026-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2019-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2020-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2021-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2022-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-09,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2023-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-09,2,0,0,0,inf,
Indonesia - Offshore Oil Terminal 8,2024-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2024-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-09,0,0,0,0,-100.0,
Indonesia - Offshore Oil Terminal 8,2025-10,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-11,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2025-12,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-02,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-04,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-06,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-07,0,0,0,0,,
Indonesia - Offshore Oil Terminal 8,2026-08,0,0,0,0,,
Indonesia - Offshore Oil Terminal 9,2019-01,0,0,0,0,,
Indonesia - Offshore Oil Terminal 9,2019-02,2,0,25968,25968,,
Indonesia - Offshore Oil Terminal 9,2019-03,0,0,0,0,,
Indonesia - Offshore Oil Terminal 9,2019-04,2,0,0,0,,
Indonesia - Offshore Oil Terminal 9,2019-05,0,0,0,0,,
Indonesia - Offshore Oil Terminal 9,2019-06,2,0,31552,31552,,
Indonesia - Offshore Oil Terminal 9,2019-07,4,0,36092,36092,,
Indonesia - Offshore Oil Terminal 9,2019-08,6,0,36092,36092,,
Indonesia - Offshore Oil Terminal 9,2019-09,4,0,0,0,,
Indonesia - Offshore Oil Terminal 9,2019-10,12,0,108276,108276,,
Indonesia - Offshore Oil Terminal 9,2019-11,14,0,126322,126322,,
Indonesia - Offshore Oil Terminal 9,2019-12,20,0,175920,175920,,
Indonesia - Offshore Oil Terminal 9,2020-01,14,0,126324,126324,inf,inf
Indonesia - Offshore Oil Terminal 9,2020-02,14,0,126322,126322,600.0,386.45255699322246
Indonesia - Offshore Oil Terminal 9,2020-03,18,0,162414,162414,inf,inf
Indonesia - Offshore Oil Terminal 9,2020-04,10,0,72184,72184,400.0,inf
Indonesia - Offshore Oil Terminal 9,2020-05,8,0,72184,72184,inf,inf
Indonesia - Offshore Oil Terminal 9,2020-06,14,0,126322,126322,600.0,300.36130831643
Indonesia - Offshore Oil Terminal 9,2020-07,14,0,126322,126322,250.0,250.0
Indonesia - Offshore Oil Terminal 9,2020-08,14,0,139828,139828,133.33333333333334,287.42103513243933
Indonesia - Offshore Oil Terminal 9,2020-09,14,0,108276,108276,250.0,inf
Indonesia - Offshore Oil Terminal 9,2020-10,6,0,54138,54138,-50.0,-50.0
Indonesia - Offshore Oil Terminal 9,2020-11,4,0,36092,36092,-71.42857142857143,-71.42857142857143
Indonesia - Offshore Oil Terminal 9,2020-12,14,0,126322,126322,-30.000000000000004,-28.19349704411096
Indonesia - Offshore Oil Terminal 9,2021-01,10,0,103736,103736,-28.57142857142857,-17.881004401380572
Indonesia - Offshore Oil Terminal 9,2021-02,8,0,72184,72184,-42.85714285714286,-42.85714285714286
Indonesia - Offshore Oil Terminal 9,2021-03,18,0,162416,162416,0.0,0.001231420936620431
Indonesia - Offshore Oil Terminal 9,2021-04,10,0,218394,218394,0.0,202.55181203590823
Indonesia - Offshore Oil Terminal 9,2021-05,4,0,36092,36092,-50.0,-50.0
Indonesia - Offshore Oil Terminal 9,2021-06,10,0,85690,85690,-28.57142857142857,-32.16541853358876
Indonesia - Offshore Oil Terminal 9,2021-07,6,0,54138,54138,-57.14285714285714,-57.14285714285714
Indonesia - Offshore Oil Terminal 9,2021-08,12,0,72184,72184,-14.28571428571429,-48.376576937380214
Indonesia - Offshore Oil Terminal 9,2021-09,14,0,92534,92534,0.0,-14.538771288189444
Indonesia - Offshore Oil Terminal 9,2021-10,10,0,72184,72184,66.66666666666667,33.33333333333333
Indonesia - Offshore Oil Terminal 9,2021-11,2,0,18046,18046,-50.0,-50.0
Indonesia - Offshore Oil Terminal 9,2021-12,6,0,36092,36092,-57.14285714285714,-71.42857142857143
Indonesia - Offshore Oil Terminal 9,2022-01,12,0,111434,111434,19.999999999999996,7.420760391763714
Indonesia - Offshore Oil Terminal 9,2022-02,8,0,87926,87926,0.0,21.808156932284174
Indonesia - Offshore Oil Terminal 9,2022-03,6,0,67644,67644,-66.66666666666667,-58.35139395133484
Indonesia - Offshore Oil Terminal 9,2022-04,6,0,54138,54138,-40.0,-75.21085744113849
Indonesia - Offshore Oil Terminal 9,2022-05,12,0,90230,90230,200.0,150.0
Indonesia - Offshore Oil Terminal 9,2022-06,2,0,18046,18046,-80.0,-78.9403664371572
Indonesia - Offshore Oil Terminal 9,2022-07,6,0,51132,51132,0.0,-5.5524770032140065
Indonesia - Offshore Oil Terminal 9,2022-08,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 9,2022-09,2,0,31552,31552,-85.71428571428572,-65.90226295199602
Indonesia - Offshore Oil Terminal 9,2022-10,2,0,0,0,-80.0,-100.0
Indonesia - Offshore Oil Terminal 9,2022-11,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 9,2022-12,2,0,0,0,-66.66666666666667,-100.0
Indonesia - Offshore Oil Terminal 9,2023-01,4,0,39962,39962,-66.66666666666667,-64.13841376958558
Indonesia - Offshore Oil Terminal 9,2023-02,4,0,55934,55934,-50.0,-36.38514205127039
Indonesia - Offshore Oil Terminal 9,2023-03,2,0,0,0,-66.66666666666667,-100.0
Indonesia - Offshore Oil Terminal 9,2023-04,4,0,22022,22022,-33.333333333333336,-59.32247220067235
Indonesia - Offshore Oil Terminal 9,2023-05,2,0,0,0,-83.33333333333334,-100.0
Indonesia - Offshore Oil Terminal 9,2023-06,0,0,0,0,-100.0,-100.0
Indonesia - Offshore Oil Terminal 9,2023-07,4,0,31552,31552,-33.333333333333336,-38.293045450989595
Indonesia - Offshore Oil Terminal 9,2023-08,2,0,0,0,inf,
Indonesia - Offshore Oil Terminal 9,2023-09,2,0,31552,31552,0.0,0.0
Indonesia - Offshore Oil Terminal 9,2023-10,6,0,21118,21118,200.0,inf
Indonesia - Offshore Oil Terminal 9,2023-11,4,0,142400,142400,inf,inf
Indonesia - Offshore Oil Terminal 9,2023-12,6,0,66874,66874,200.0,inf
Indonesia - Offshore Oil Terminal 9,2024-01,4,0,18046,18046,0.0,-54.84209999499525
Indonesia - Offshore Oil Terminal 9,2024-02,6,0,58074,58074,50.0,3.825937712303795
Indonesia - Offshore Oil Terminal 9,2024-03,2,0,21982,21982,0.0,inf
Indonesia - Offshore Oil Terminal 9,2024-04,2,0,20118,20118,-50.0,-8.645899554990466
Indonesia - Offshore Oil Terminal 9,2024-05,4,0,87710,87710,100.0,inf
Indonesia - Offshore Oil Terminal 9,2024-06,4,0,49598,49598,inf,inf
Indonesia - Offshore Oil Terminal 9,2024-07,4,0,18046,18046,0.0,-42.805527383367135
Indonesia - Offshore Oil Terminal 9,2024-08,6,0,51900,51900,200.0,inf
Indonesia - Offshore Oil Terminal 9,2024-09,4,0,49598,49598,100.0,57.194472616632865
Indonesia - Offshore Oil Terminal 9,2024-10,8,0,40454,40454,33.33333333333333,91.56170091864759
Indonesia - Offshore Oil Terminal 9,2024-11,6,0,36536,36536,50.0,-74.34269662921349
Indonesia - Offshore Oil Terminal 9,2024-12,16,0,230856,230856,166.66666666666666,245.21039566946797
Indonesia - Offshore Oil Terminal 9,2025-01,8,0,54138,54138,100.0,200.0
Indonesia - Offshore Oil Terminal 9,2025-02,4,0,18046,18046,-33.333333333333336,-68.92585322175155
Indonesia - Offshore Oil Terminal 9,2025-03,12,0,135288,135288,500.0,515.4490037303249
Indonesia - Offshore Oil Terminal 9,2025-04,16,0,187702,187702,700.0,833.0052689134109
Indonesia - Offshore Oil Terminal 9,2025-05,8,0,69880,69880,100.0,-20.328354805609393
Indonesia - Offshore Oil Terminal 9,2025-06,12,0,142188,142188,200.0,186.68091455300618
Indonesia - Offshore Oil Terminal 9,2025-07,10,0,107816,107816,150.0,497.45095866119914
Indonesia - Offshore Oil Terminal 9,2025-08,14,0,170814,170814,133.33333333333334,229.121387283237
Indonesia - Offshore Oil Terminal 9,2025-09,2,0,2334,2334,-50.0,-95.2941650873019
Indonesia - Offshore Oil Terminal 9,2025-10,10,0,91610,91610,25.0,126.4547387155782
Indonesia - Offshore Oil Terminal 9,2025-11,12,0,180318,180318,100.0,393.5351434201883
Indonesia - Offshore Oil Terminal 9,2025-12,2,0,34354,34354,-87.5,-85.11886197456423
Indonesia - Offshore Oil Terminal 9,2026-01,10,0,141968,141968,25.0,162.2335512948391
Indonesia - Offshore Oil Terminal 9,2026-02,4,0,102440,102440,0.0,467.660423362518
Indonesia - Offshore Oil Terminal 9,2026-03,8,0,134810,134810,-33.333333333333336,-0.35332032404943314
Indonesia - Offshore Oil Terminal 9,2026-04,8,0,67644,67644,-50.0,-63.96202491182832
Indonesia - Offshore Oil Terminal 9,2026-05,14,0,112136,112136,75.0,60.46937607326846
Indonesia - Offshore Oil Terminal 9,2026-06,14,0,156322,156322,16.666666666666675,9.940360649281232
Indonesia - Offshore Oil Terminal 9,2026-07,12,0,126004,126004,19.999999999999996,16.86948133857684
Indonesia - Offshore Oil Terminal 9,2026-08,10,0,120192,120192,-28.57142857142857,-29.63574414275176
Indonesia Morowali Industrial Park,2019-01,42,584298,236557,820855,,
Indonesia Morowali Industrial Park,2019-02,37,548467,122333,670800,,
Indonesia Morowali Industrial Park,2019-03,49,493815,181964,675779,,
Indonesia Morowali Industrial Park,2019-04,42,469409,169501,638910,,
Indonesia Morowali Industrial Park,2019-05,47,560080,204252,764332,,
Indonesia Morowali Industrial Park,2019-06,41,686194,114792,800986,,
Indonesia Morowali Industrial Park,2019-07,48,537878,196762,734640,,
Indonesia Morowali Industrial Park,2019-08,53,570237,176540,746777,,
Indonesia Morowali Industrial Park,2019-09,54,725259,186775,912034,,
Indonesia Morowali Industrial Park,2019-10,54,640397,233016,873413,,
Indonesia Morowali Industrial Park,2019-11,49,562628,228524,791152,,
Indonesia Morowali Industrial Park,2019-12,60,986430,302864,1289294,,
Indonesia Morowali Industrial Park,2020-01,47,750652,215538,966190,11.904761904761907,17.70531945349665
Indonesia Morowali Industrial Park,2020-02,49,617092,308515,925607,32.432432432432435,37.985539654144304
Indonesia Morowali Industrial Park,2020-03,59,571679,278626,850305,20.408163265306122,25.82589870357026
Indonesia Morowali Industrial Park,2020-04,63,1373992,323571,1697563,50.0,165.69673349924088
Indonesia Morowali Industrial Park,2020-05,69,1416122,277040,1693162,46.808510638297875,121.52179942747394
Indonesia Morowali Industrial Park,2020-06,54,760167,261609,1021776,31.70731707317074,27.56477641307089
Indonesia Morowali Industrial Park,2020-07,59,976219,319023,1295242,22.916666666666675,76.30975715996951
Indonesia Morowali Industrial Park,2020-08,64,1238667,281314,1519981,20.75471698113207,103.53880743515131
Indonesia Morowali Industrial Park,2020-09,63,1025752,419492,1445244,16.666666666666675,58.46382919935002
Indonesia Morowali Industrial Park,2020-10,64,1096748,414370,1511118,18.518518518518512,73.01299614271828
Indonesia Morowali Industrial Park,2020-11,67,1217782,404055,1621837,36.73469387755102,104.99689061014826
Indonesia Morowali Industrial Park,2020-12,69,1559719,358139,1917858,14.999999999999991,48.75257311365755
Indonesia Morowali Industrial Park,2021-01,77,1545633,420774,1966407,63.829787234042556,103.52177108022231
Indonesia Morowali Industrial Park,2021-02,67,1080648,304420,1385068,36.73469387755102,49.63888561776217
Indonesia Morowali Industrial Park,2021-03,75,1302112,422911,1725023,27.118644067796605,102.87108743333273
Indonesia Morowali Industrial Park,2021-04,93,1720516,434941,2155457,47.61904761904763,26.9736086377943
Indonesia Morowali Industrial Park,2021-05,84,1897798,332117,2229915,21.739130434782616,31.701219375346245
Indonesia Morowali Industrial Park,2021-06,91,1338578,610168,1948746,68.5185185185185,90.72144971109128
Indonesia Morowali Industrial Park,2021-07,85,1852642,559221,2411863,44.06779661016949,86.20944966268851
Indonesia Morowali Industrial Park,2021-08,70,1450013,418969,1868982,9.375,22.96087911625211
Indonesia Morowali Industrial Park,2021-09,89,1236471,661781,1898252,41.26984126984128,31.344741787545914
Indonesia Morowali Industrial Park,2021-10,72,1276672,438733,1715405,12.5,13.518931016638014
Indonesia Morowali Industrial Park,2021-11,74,1540499,391809,1932308,10.447761194029859,19.143169134752757
Indonesia Morowali Industrial Park,2021-12,86,1536081,471625,2007706,24.63768115942029,4.6848098242935565
Indonesia Morowali Industrial Park,2022-01,107,2251158,488445,2739603,38.96103896103895,39.320242452350904
Indonesia Morowali Industrial Park,2022-02,72,1549993,394550,1944543,7.462686567164178,40.393323649091606
Indonesia Morowali Industrial Park,2022-03,94,2016247,651607,2667854,25.333333333333343,54.65614081667316
Indonesia Morowali Industrial Park,2022-04,84,2029063,477611,2506674,-9.677419354838712,16.2943171680066
Indonesia Morowali Industrial Park,2022-05,89,1875430,444848,2320278,5.952380952380953,4.052306926497207
Indonesia Morowali Industrial Park,2022-06,81,1682779,377259,2060038,-10.989010989010994,5.710954634416177
Indonesia Morowali Industrial Park,2022-07,90,1901228,574281,2475509,5.882352941176472,2.6388729376419784
Indonesia Morowali Industrial Park,2022-08,82,1611410,467186,2078596,17.14285714285715,11.21541031427804
Indonesia Morowali Industrial Park,2022-09,73,1614359,444638,2058997,-17.97752808988764,8.468053767360706
Indonesia Morowali Industrial Park,2022-10,76,1314624,439551,1754175,5.555555555555558,2.2601076713662405
Indonesia Morowali Industrial Park,2022-11,59,1563375,452870,2016245,-20.270270270270274,4.343872715943831
Indonesia Morowali Industrial Park,2022-12,76,1502739,381911,1884650,-11.627906976744185,-6.129184253072905
Indonesia Morowali Industrial Park,2023-01,77,1833562,155719,1989281,-28.037383177570096,-27.387982857370208
Indonesia Morowali Industrial Park,2023-02,69,1434602,266095,1700697,-4.1666666666666625,-12.540015828911988
