port,month,calls,import_mt,export_mt,volume_mt,calls_yoy,volume_yoy
Amurang,2019-01,5,361,13938,14299,,
Amurang,2019-02,2,0,25954,25954,,
Amurang,2019-03,1,0,1081,1081,,
Amurang,2019-04,4,3055,8734,11789,,
Amurang,2019-05,1,0,4750,4750,,
Amurang,2019-06,3,1020,2842,3862,,
Amurang,2019-07,3,361,6888,7249,,
Amurang,2019-08,1,6251,0,6251,,
Amurang,2019-09,1,361,142,503,,
Amurang,2019-10,2,361,3972,4333,,
Amurang,2019-11,3,361,7317,7678,,
Amurang,2019-12,2,431,10818,11249,,
Amurang,2020-01,2,0,4578,4578,-60.0,-67.98377508916708
Amurang,2020-02,2,4681,7861,12542,0.0,-51.67604222855822
Amurang,2020-03,1,298,2558,2856,0.0,164.19981498612395
Amurang,2020-04,2,0,11760,11760,-50.0,-0.245992026465347
Amurang,2020-05,2,361,23143,23504,100.0,394.82105263157894
Amurang,2020-06,1,0,1666,1666,-66.66666666666667,-56.861729673744165
Amurang,2020-07,1,0,5275,5275,-66.66666666666667,-27.231342254104018
Amurang,2020-08,1,0,4631,4631,0.0,-25.91585346344585
Amurang,2020-09,3,361,46412,46773,200.0,9198.807157057654
Amurang,2020-10,0,0,0,0,-100.0,-100.0
Amurang,2020-11,4,133,16541,16674,33.33333333333333,117.16592862724666
Amurang,2020-12,1,6294,0,6294,-50.0,-44.04835985420926
Amurang,2021-01,4,298,10644,10942,100.0,139.01266928789866
Amurang,2021-02,1,2873,0,2873,-50.0,-77.09296762876734
Amurang,2021-03,4,659,10337,10996,300.0,285.0140056022409
Amurang,2021-04,1,361,142,503,-50.0,-95.72278911564625
Amurang,2021-05,3,1183,19244,20427,50.0,-13.09138869979578
Amurang,2021-06,4,3015,20153,23168,300.0,1290.6362545018007
Amurang,2021-07,2,860,142,1002,100.0,-81.00473933649289
Amurang,2021-08,2,8625,2776,11401,100.0,146.18872813647158
Amurang,2021-09,3,361,34386,34747,0.0,-25.711414705064882
Amurang,2021-10,4,494,8766,9260,inf,inf
Amurang,2021-11,6,8381,32431,40812,50.0,144.7643037063692
Amurang,2021-12,1,0,6864,6864,0.0,9.056244041944716
Amurang,2022-01,1,0,121,121,-75.0,-98.8941692560775
Amurang,2022-02,3,361,5143,5504,200.0,91.5767490428124
Amurang,2022-03,2,361,2110,2471,-50.0,-77.52819206984358
Amurang,2022-04,5,361,15455,15816,400.0,3044.333996023857
Amurang,2022-05,6,361,4910,5271,100.0,-74.19591716845352
Amurang,2022-06,5,133,11005,11138,25.0,-51.925069060773474
Amurang,2022-07,2,0,3278,3278,0.0,227.14570858283435
Amurang,2022-08,8,1868,9074,10942,300.0,-4.025962634856595
Amurang,2022-09,4,792,11687,12479,33.33333333333333,-64.08610815322187
Amurang,2022-10,2,121,36190,36311,-50.0,292.1274298056156
Amurang,2022-11,1,0,2855,2855,-83.33333333333334,-93.00450847789867
Amurang,2022-12,4,722,10622,11344,300.0,65.26806526806527
Amurang,2023-01,1,0,0,0,0.0,-100.0
Amurang,2023-02,5,298,26736,27034,66.66666666666667,391.17005813953483
Amurang,2023-03,3,722,1405,2127,50.0,-13.92148927559692
Amurang,2023-04,3,361,8164,8525,-40.0,-46.09888720283257
Amurang,2023-05,2,0,10406,10406,-66.66666666666667,97.41984443179663
Amurang,2023-06,5,1153,14646,15799,0.0,41.847728497037174
Amurang,2023-07,4,652,3421,4073,100.0,24.25259304453935
Amurang,2023-08,3,298,11164,11462,-62.5,4.752330469749588
Amurang,2023-09,4,0,8023,8023,0.0,-35.707989422229346
Amurang,2023-10,2,133,8260,8393,0.0,-76.88579218418661
Amurang,2023-11,5,361,7157,7518,400.0,163.32749562171628
Amurang,2023-12,2,361,4618,4979,-50.0,-56.108956276445696
Amurang,2024-01,5,722,5649,6371,400.0,inf
Amurang,2024-02,5,1083,2407,3490,0.0,-87.09033069468077
Amurang,2024-03,4,659,5882,6541,33.33333333333333,207.5223319228961
Amurang,2024-04,5,1020,4739,5759,66.66666666666667,-32.44574780058651
Amurang,2024-05,3,361,844,1205,50.0,-88.42014222563905
Amurang,2024-06,2,0,386,386,-60.0,-97.55680739287297
Amurang,2024-07,1,0,2914,2914,-75.0,-28.455683771176034
Amurang,2024-08,3,361,4934,5295,0.0,-53.80387366951667
Amurang,2024-09,1,0,45861,45861,-75.0,471.61909510158296
Amurang,2024-10,1,5540,0,5540,-50.0,-33.99261289169546
Amurang,2024-11,1,0,7366,7366,-80.0,-2.021814312317105
Amurang,2024-12,4,1347,5171,6518,100.0,30.90982124924684
Amurang,2025-01,1,0,3495,3495,-80.0,-45.14204991367132
Amurang,2025-02,1,0,3112,3112,-80.0,-10.830945558739257
Amurang,2025-03,2,298,4865,5163,-50.0,-21.067115120012225
Amurang,2025-04,1,0,895,895,-80.0,-84.45910748393818
Amurang,2025-05,2,0,15533,15533,-33.333333333333336,1189.045643153527
Amurang,2025-06,1,0,35228,35228,-50.0,9026.424870466322
Amurang,2025-07,2,361,142,503,100.0,-82.73850377487989
Amurang,2025-08,5,1048,12797,13845,66.66666666666667,161.47308781869688
Amurang,2025-09,2,9605,2606,12211,100.0,-73.37389066963215
Amurang,2025-10,2,0,1814,1814,100.0,-67.25631768953069
Amurang,2025-11,4,218,8797,9015,300.0,22.386641325006785
Amurang,2025-12,4,133,12165,12298,0.0,88.67750843817122
Amurang,2026-01,3,659,2700,3359,200.0,-3.8912732474964185
Amurang,2026-02,1,0,940,940,0.0,-69.79434447300773
Amurang,2026-03,2,319,2051,2370,0.0,-54.09645554909937
Amurang,2026-04,4,0,14359,14359,300.0,1504.3575418994415
Amurang,2026-05,2,0,5123,5123,0.0,-67.01860554947532
Amurang,2026-06,1,0,4491,4491,0.0,-87.2516180311116
Amurang,2026-07,2,0,3503,3503,0.0,596.4214711729622
Amurang,2026-08,1,260,0,260,-80.0,-98.12206572769952
Banten,2024-11,120,1594582,165377,1759959,,
Banten,2024-12,137,1752936,320511,2073447,,
Banten,2025-01,133,2014186,247528,2261714,,
Banten,2025-02,106,1408249,220896,1629145,,
Banten,2025-03,120,1699239,254446,1953685,,
Banten,2025-04,121,1706167,247699,1953866,,
Banten,2025-05,116,1509552,246001,1755553,,
Banten,2025-06,136,1564798,232482,1797280,,
Banten,2025-07,139,1730103,245087,1975190,,
Banten,2025-08,131,1852753,280409,2133162,,
Banten,2025-09,106,1391397,338000,1729397,,
Banten,2025-10,123,2106976,131378,2238354,,
Banten,2025-11,114,1485047,145340,1630387,-5.000000000000004,-7.362216960736012
Banten,2025-12,25,413762,22775,436537,-81.75182481751825,-78.94631500105862
Belawan,2019-01,46,157088,98260,255348,,
Belawan,2019-02,50,212444,95551,307995,,
Belawan,2019-03,58,139629,224565,364194,,
Belawan,2019-04,55,144485,162901,307386,,
Belawan,2019-05,43,117246,110718,227964,,
Belawan,2019-06,39,139520,63204,202724,,
Belawan,2019-07,45,195987,60522,256509,,
Belawan,2019-08,50,183273,142909,326182,,
Belawan,2019-09,45,143740,88211,231951,,
Belawan,2019-10,44,94688,65482,160170,,
Belawan,2019-11,50,183820,98019,281839,,
Belawan,2019-12,47,146622,162940,309562,,
Belawan,2020-01,62,189744,170102,359846,34.78260869565217,40.92375894857214
Belawan,2020-02,44,195366,56948,252314,-12.0,-18.078540236042794
Belawan,2020-03,52,185323,88423,273746,-10.344827586206895,-24.835115350609836
Belawan,2020-04,55,311147,112363,423510,0.0,37.77790790732174
Belawan,2020-05,49,197336,79754,277090,13.953488372093027,21.549893842887478
Belawan,2020-06,48,103814,48037,151851,23.076923076923084,-25.094710049130843
Belawan,2020-07,45,147169,129067,276236,0.0,7.69056836212374
Belawan,2020-08,51,164778,123162,287940,2.0000000000000018,-11.724129473729395
Belawan,2020-09,57,149804,139232,289036,26.66666666666666,24.610801419265282
Belawan,2020-10,42,75525,186294,261819,-4.545454545454541,63.46319535493539
Belawan,2020-11,51,206866,139766,346632,2.0000000000000018,22.98936626939494
Belawan,2020-12,46,191964,156440,348404,-2.127659574468088,12.547405689328794
Belawan,2021-01,37,77214,51492,128706,-40.32258064516129,-64.23303301968065
Belawan,2021-02,45,193374,105153,298527,2.2727272727272707,18.315670157026553
Belawan,2021-03,41,90300,101016,191316,-21.153846153846157,-30.111855515697027
Belawan,2021-04,36,118095,99083,217178,-34.54545454545455,-48.719510755354065
Belawan,2021-05,36,74424,126319,200743,-26.530612244897956,-27.55314157854849
Belawan,2021-06,39,93634,65610,159244,-18.75,4.86858828720258
Belawan,2021-07,49,123947,147063,271010,8.888888888888879,-1.8918605829797763
Belawan,2021-08,55,140130,180480,320610,7.843137254901955,11.346113773702848
Belawan,2021-09,52,126225,86920,213145,-8.771929824561408,-26.256590874493146
Belawan,2021-10,45,168052,114059,282111,7.14285714285714,7.7503924466902685
Belawan,2021-11,106,263534,308789,572323,107.84313725490198,65.10968404532763
Belawan,2021-12,116,433581,226505,660086,152.17391304347828,89.45993731415254
Belawan,2022-01,96,425968,174519,600487,159.45945945945948,366.55711466442904
Belawan,2022-02,87,346853,182046,528899,93.33333333333333,77.16956925169247
Belawan,2022-03,135,447131,299037,746168,229.2682926829268,290.0186079575153
Belawan,2022-04,135,469829,298028,767857,275.0,253.56113418486217
Belawan,2022-05,86,308861,153404,462265,138.88888888888889,130.27702086747732
Belawan,2022-06,112,301157,312024,613181,187.17948717948718,285.05752179045993
Belawan,2022-07,159,538770,355921,894691,224.48979591836732,230.1320984465518
Belawan,2022-08,145,418863,456389,875252,163.63636363636363,172.99585165777737
Belawan,2022-09,195,410018,650845,1060863,275.0,397.7189237373619
Belawan,2022-10,219,524355,523682,1048037,386.66666666666663,271.49809826628524
Belawan,2022-11,199,453897,516033,969930,87.73584905660377,69.47248319567795
Belawan,2022-12,174,562792,403812,966604,50.0,46.43607045142603
Belawan,2023-01,190,602154,443088,1045242,97.91666666666667,74.06571665997765
Belawan,2023-02,166,489746,313331,803077,90.80459770114942,51.8393871041541
Belawan,2023-03,190,551285,408336,959621,40.74074074074075,28.606560452873886
Belawan,2023-04,140,376572,297513,674085,3.703703703703698,-12.21216971389204
Belawan,2023-05,178,560352,352034,912386,106.97674418604652,97.37293543746553
Belawan,2023-06,172,550910,412293,963203,53.571428571428584,57.082982023252505
Belawan,2023-07,183,491626,399967,891593,15.094339622641506,-0.3462647998023871
Belawan,2023-08,174,528282,472014,1000296,19.999999999999996,14.286628308190096
Belawan,2023-09,165,586738,360055,946793,-15.384615384615385,-10.752566542522457
Belawan,2023-10,179,444266,458493,902759,-18.2648401826484,-13.861915180475503
Belawan,2023-11,188,536516,403118,939634,-5.527638190954775,-3.123524378047904
Belawan,2023-12,175,579802,348137,927939,0.5747126436781658,-4.000086902185385
Belawan,2024-01,154,428220,304795,733015,-18.947368421052634,-29.8712642622474
Belawan,2024-02,149,375239,307002,682241,-10.240963855421692,-15.046626911242633
Belawan,2024-03,175,571202,377913,949115,-7.8947368421052655,-1.0948072207673687
Belawan,2024-04,120,432621,160279,592900,-14.28571428571429,-12.043733357069208
Belawan,2024-05,166,452224,365676,817900,-6.741573033707871,-10.35592391816621
Belawan,2024-06,155,467326,323780,791106,-9.883720930232553,-17.867157805779254
Belawan,2024-07,148,630041,337453,967494,-19.12568306010929,8.51296499636045
Belawan,2024-08,79,200875,188696,389571,-54.59770114942528,-61.05442788934475
Belawan,2024-09,80,181838,300152,481990,-51.515151515151516,-49.09235704108501
Belawan,2024-10,131,327594,246537,574131,-26.815642458100562,-36.40262794389201
Belawan,2024-11,166,458744,294207,752951,-11.702127659574469,-19.867629310987045
Belawan,2024-12,179,434172,352018,786190,2.285714285714291,-15.275680836779138
Belawan,2025-01,169,678197,305516,983713,9.740259740259738,34.200937225022685
Belawan,2025-02,160,442208,417644,859852,7.38255033557047,26.033469111355068
Belawan,2025-03,149,453651,378500,832151,-14.857142857142858,-12.323480294800948
Belawan,2025-04,159,486455,403732,890187,32.49999999999999,50.141170517793896
Belawan,2025-05,176,566774,364056,930830,6.024096385542177,13.807311407262501
Belawan,2025-06,171,469540,301026,770566,10.322580645161295,-2.596365088875574
Belawan,2025-07,178,521664,395636,917300,20.270270270270263,-5.188042509824353
Belawan,2025-08,164,534371,417666,952037,107.59493670886076,144.3808702393145
Belawan,2025-09,185,495261,458768,954029,131.25,97.93543434511089
Belawan,2025-10,179,493892,390240,884132,36.6412213740458,53.99481999752669
Belawan,2025-11,142,429345,258287,687632,-14.457831325301207,-8.67506650499169
Belawan,2025-12,127,465279,279685,744964,-29.05027932960894,-5.24377058980654
Belawan,2026-01,100,303092,184476,487568,-40.828402366863905,-50.43595032290922
Belawan,2026-02,86,268940,388890,657830,-46.25,-23.494973553588295
Belawan,2026-03,100,269509,273151,542660,-32.88590604026845,-34.78827760827061
Belawan,2026-04,100,396522,281693,678215,-37.106918238993714,-23.81207544032883
Belawan,2026-05,153,391349,217362,608711,-13.068181818181824,-34.60556707454637
Belawan,2026-06,160,547719,274434,822153,-6.432748538011701,6.694689358212025
Belawan,2026-07,169,463189,354789,817978,-5.0561797752809,-10.827646353428545
Belawan,2026-08,158,467676,288367,756043,-3.658536585365857,-20.586804924598525
Benoa,2019-01,34,64320,14104,78424,,
Benoa,2019-02,26,47576,8000,55576,,
Benoa,2019-03,25,34603,8740,43343,,
Benoa,2019-04,23,34343,19432,53775,,
Benoa,2019-05,30,76392,8481,84873,,
Benoa,2019-06,26,51207,13894,65101,,
Benoa,2019-07,33,77810,15507,93317,,
Benoa,2019-08,31,65997,11850,77847,,
Benoa,2019-09,26,41334,9381,50715,,
Benoa,2019-10,40,68250,13686,81936,,
Benoa,2019-11,33,51626,16024,67650,,
Benoa,2019-12,33,64277,23459,87736,,
Benoa,2020-01,28,96162,20447,116609,-17.647058823529417,48.69045190247883
Benoa,2020-02,28,42952,20843,63795,7.692307692307687,14.788757737152736
Benoa,2020-03,29,37426,2247,39673,15.999999999999993,-8.467341900652936
Benoa,2020-04,19,20054,1171,21225,-17.391304347826086,-60.52998605299861
Benoa,2020-05,20,28693,11254,39947,-33.333333333333336,-52.9332060843849
Benoa,2020-06,18,25218,1955,27173,-30.76923076923077,-58.26024177816009
Benoa,2020-07,19,31037,1234,32271,-42.42424242424242,-65.41787669985104
Benoa,2020-08,20,19694,4420,24114,-35.483870967741936,-69.02385448379513
Benoa,2020-09,18,22688,2128,24816,-30.76923076923077,-51.06773144040224
Benoa,2020-10,20,22988,2126,25114,-50.0,-69.34924819371217
Benoa,2020-11,21,31821,2065,33886,-36.36363636363637,-49.90983000739099
Benoa,2020-12,19,25145,5041,30186,-42.42424242424242,-65.5945108051427
Benoa,2021-01,20,23763,4363,28126,-28.57142857142857,-75.88007786706001
Benoa,2021-02,21,24947,4765,29712,-25.0,-53.42581707030332
Benoa,2021-03,23,30009,4649,34658,-20.68965517241379,-12.640838857661386
Benoa,2021-04,21,36577,4407,40984,10.526315789473696,93.09305064782096
Benoa,2021-05,17,22814,3360,26174,-15.000000000000002,-34.47818359326107
Benoa,2021-06,16,25182,2534,27716,-11.111111111111116,1.998307143120015
Benoa,2021-07,15,39791,3384,43175,-21.052631578947366,33.788850670880976
Benoa,2021-08,18,32709,7366,40075,-9.999999999999998,66.18976528157916
Benoa,2021-09,13,21721,12028,33749,-27.77777777777778,35.996937459703425
Benoa,2021-10,18,29991,4044,34035,-9.999999999999998,35.52201959066657
Benoa,2021-11,18,42804,2534,45338,-14.28571428571429,33.79566782742136
Benoa,2021-12,24,37052,10311,47363,26.315789473684205,56.9038627178162
Benoa,2022-01,22,36471,7963,44434,10.000000000000009,57.981938419967285
Benoa,2022-02,18,30977,2426,33403,-14.28571428571429,12.422590199246098
Benoa,2022-03,22,47365,5856,53221,-4.347826086956519,53.56050551099314
Benoa,2022-04,20,42458,5604,48062,-4.761904761904767,17.270154206519628
Benoa,2022-05,31,63403,3762,67165,82.35294117647058,156.60961259264917
Benoa,2022-06,29,54296,3609,57905,81.25,108.92264396016742
Benoa,2022-07,24,66876,9949,76825,60.00000000000001,77.93862188766647
Benoa,2022-08,29,66232,3729,69961,61.111111111111114,74.57517155333748
Benoa,2022-09,25,47892,3796,51688,92.3076923076923,53.154167530889794
Benoa,2022-10,31,75003,10241,85244,72.22222222222223,150.45982077273393
Benoa,2022-11,28,59566,4902,64468,55.55555555555556,42.19418589262871
Benoa,2022-12,27,51462,13952,65414,12.5,38.112028376580874
Benoa,2023-01,29,55660,14822,70482,31.818181818181813,58.62177611738759
Benoa,2023-02,35,71730,16984,88714,94.44444444444444,165.58692333023978
Benoa,2023-03,27,47575,11161,58736,22.72727272727273,10.36245091223389
Benoa,2023-04,26,49654,9976,59630,30.000000000000004,24.068910989971283
Benoa,2023-05,32,60633,17024,77657,3.2258064516129004,15.621231296061943
Benoa,2023-06,28,60818,12647,73465,-3.4482758620689613,26.871600034539323
Benoa,2023-07,29,37562,10716,48278,20.833333333333325,-37.158477058249275
Benoa,2023-08,32,43448,12474,55922,10.344827586206895,-20.06689441260131
Benoa,2023-09,23,35414,11502,46916,-7.9999999999999964,-9.23231697879585
Benoa,2023-10,27,44010,9983,53993,-12.903225806451612,-36.66064473745953
Benoa,2023-11,23,49964,5266,55230,-17.85714285714286,-14.329589874046034
Benoa,2023-12,22,42349,4579,46928,-18.518518518518523,-28.260005503409058
Benoa,2024-01,18,23424,10682,34106,-37.93103448275862,-51.61034022871087
Benoa,2024-02,26,48609,9419,58028,-25.71428571428571,-34.58980544220754
Benoa,2024-03,24,60069,7252,67321,-11.111111111111116,14.616248978479973
Benoa,2024-04,18,28145,8495,36640,-30.76923076923077,-38.554418916652686
Benoa,2024-05,28,59439,11942,71381,-12.5,-8.08169257117839
Benoa,2024-06,24,57881,10791,68672,-14.28571428571429,-6.524195194990812
Benoa,2024-07,23,47181,18589,65770,-20.68965517241379,36.231824019222
Benoa,2024-08,27,44089,19111,63200,-15.625,13.01455598869854
Benoa,2024-09,31,62996,19985,82981,34.78260869565217,76.87142978941085
Benoa,2024-10,34,68339,14498,82837,25.92592592592593,53.42173985516641
Benoa,2024-11,37,88266,10528,98794,60.86956521739131,78.8774216911099
Benoa,2024-12,35,72110,22456,94566,59.09090909090908,101.5129560177293
Benoa,2025-01,30,77967,6596,84563,66.66666666666667,147.94171113587052
Benoa,2025-02,28,54917,19330,74247,7.692307692307687,27.95029985524229
Benoa,2025-03,41,81947,10404,92351,70.83333333333333,37.18007753895516
Benoa,2025-04,34,77328,6768,84096,88.88888888888889,129.51965065502185
Benoa,2025-05,33,63404,27782,91186,17.85714285714286,27.74547848867346
Benoa,2025-06,27,50489,7898,58387,12.5,-14.976992078285178
Benoa,2025-07,34,62111,20082,82193,47.82608695652173,24.970351223962297
Benoa,2025-08,42,89756,9227,98983,55.55555555555556,56.61867088607595
Benoa,2025-09,39,101674,21087,122761,25.806451612903224,47.938684759161745
Benoa,2025-10,38,87542,19840,107382,11.764705882352944,29.630479133720435
Benoa,2025-11,36,100180,8645,108825,-2.7027027027026973,10.153450614409776
Benoa,2025-12,45,106690,26783,133473,28.57142857142858,41.14269399149799
Benoa,2026-01,41,97439,21593,119032,36.66666666666667,40.76132587538286
Benoa,2026-02,30,62672,8736,71408,7.14285714285714,-3.8237235174485185
Benoa,2026-03,30,64235,16468,80703,-26.82926829268293,-12.612749185173955
Benoa,2026-04,39,72264,16863,89127,14.705882352941169,5.982448630136994
Benoa,2026-05,27,68936,5605,74541,-18.181818181818176,-18.25389862478889
Benoa,2026-06,36,82097,6237,88334,33.33333333333333,51.29052700087349
Benoa,2026-07,42,81374,12933,94307,23.529411764705888,14.73848137919287
Benoa,2026-08,31,44431,5983,50414,-26.190476190476186,-49.068021781518034
Biak,2019-01,6,3161,1221,4382,,
Biak,2019-02,2,1105,4023,5128,,
Biak,2019-03,4,2971,3101,6072,,
Biak,2019-04,3,2577,1573,4150,,
Biak,2019-05,4,4390,3006,7396,,
Biak,2019-06,2,2419,0,2419,,
Biak,2019-07,2,920,4404,5324,,
Biak,2019-08,5,20854,580,21434,,
Biak,2019-09,3,1141,1183,2324,,
Biak,2019-10,5,3423,1726,5149,,
Biak,2019-11,6,11552,1573,13125,,
Biak,2019-12,12,9205,4724,13929,,
Biak,2020-01,8,7787,8384,16171,33.33333333333333,269.03240529438614
Biak,2020-02,8,15641,1578,17219,300.0,235.7839313572543
Biak,2020-03,11,24010,3951,27961,175.0,360.49077733860344
Biak,2020-04,11,12593,7178,19771,266.66666666666663,376.4096385542168
Biak,2020-05,6,11270,4166,15436,50.0,108.70740941049215
Biak,2020-06,4,4034,1713,5747,100.0,137.577511368334
Biak,2020-07,11,14680,7487,22167,450.0,316.3598797896318
Biak,2020-08,9,13019,4398,17417,80.0,-18.741252216105252
Biak,2020-09,7,7520,5209,12729,133.33333333333334,447.7194492254733
Biak,2020-10,6,4116,1392,5508,19.999999999999996,6.972227617013016
Biak,2020-11,11,17447,14880,32327,83.33333333333333,146.30095238095237
Biak,2020-12,9,4564,9439,14003,-25.0,0.5312657046449898
Biak,2021-01,9,8721,3325,12046,12.5,-25.50862655370726
Biak,2021-02,8,6476,8918,15394,0.0,-10.5987571868285
Biak,2021-03,11,8239,8435,16674,0.0,-40.36693966596331
Biak,2021-04,12,8984,9309,18293,9.090909090909083,-7.475595569268123
Biak,2021-05,5,4827,1499,6326,-16.666666666666664,-59.01788027986525
Biak,2021-06,9,5908,5650,11558,125.0,101.11362449973899
Biak,2021-07,11,12909,7025,19934,0.0,-10.073532728831147
Biak,2021-08,5,4955,1573,6528,-44.44444444444444,-62.519377619567095
Biak,2021-09,9,5811,5452,11263,28.57142857142858,-11.517008406002038
Biak,2021-10,5,6293,1002,7295,-16.666666666666664,32.44371822803196
Biak,2021-11,9,6151,1002,7153,-18.181818181818176,-77.8729854301358
Biak,2021-12,10,7648,6301,13949,11.111111111111116,-0.3856316503606405
Biak,2022-01,14,4772,7570,12342,55.55555555555556,2.457247218993852
Biak,2022-02,9,8076,3641,11717,12.5,-23.8859295829544
Biak,2022-03,11,15163,4331,19494,0.0,16.91255847427131
Biak,2022-04,11,10701,5343,16044,-8.333333333333337,-12.294320231782653
Biak,2022-05,4,526,0,526,-19.999999999999996,-91.68510907366424
Biak,2022-06,12,5156,3115,8271,33.33333333333333,-28.439176328084447
Biak,2022-07,10,8540,650,9190,-9.090909090909093,-53.89786294772749
Biak,2022-08,9,6594,1777,8371,80.0,28.232230392156854
Biak,2022-09,9,10763,411,11174,0.0,-0.7901979934298198
Biak,2022-10,7,12926,6349,19275,39.99999999999999,164.22206991089786
Biak,2022-11,11,3912,8767,12679,22.222222222222232,77.2542988955683
Biak,2022-12,12,4558,8561,13119,19.999999999999996,-5.950247329557678
Biak,2023-01,10,1850,8925,10775,-28.57142857142857,-12.696483552098526
Biak,2023-02,13,6057,16582,22639,44.44444444444444,93.21498677135787
Biak,2023-03,14,9802,9914,19716,27.27272727272727,1.138811942136031
Biak,2023-04,12,5035,7863,12898,9.090909090909083,-19.608576414859137
Biak,2023-05,9,6511,7056,13567,125.0,2479.277566539924
Biak,2023-06,16,10651,16870,27521,33.33333333333333,232.74090194656029
Biak,2023-07,10,9000,6797,15797,0.0,71.89336235038084
Biak,2023-08,14,8838,13619,22457,55.55555555555556,168.2714132122805
Biak,2023-09,15,11267,9413,20680,66.66666666666667,85.0724897082513
Biak,2023-10,12,14240,6169,20409,71.42857142857142,5.883268482490278
Biak,2023-11,15,7771,13371,21142,36.36363636363635,66.74816625916871
Biak,2023-12,15,27966,18439,46405,25.0,253.72360698223952
Biak,2024-01,19,11998,19880,31878,89.99999999999999,195.85150812064964
Biak,2024-02,8,4395,4754,9149,-38.46153846153846,-59.58743760766818
Biak,2024-03,15,26365,9770,36135,7.14285714285714,83.27754108338405
Biak,2024-04,9,9797,3634,13431,-25.0,4.132423631570781
Biak,2024-05,11,7736,3066,10802,22.222222222222232,-20.380334635512643
Biak,2024-06,16,25684,7338,33022,0.0,19.988372515533605
Biak,2024-07,13,16784,5600,22384,30.000000000000004,41.697790719756924
Biak,2024-08,15,14146,20454,34600,7.14285714285714,54.072226922563125
Biak,2024-09,9,3746,8937,12683,-40.0,-38.670212765957444
Biak,2024-10,11,4141,5585,9726,-8.333333333333337,-52.3445538732912
Biak,2024-11,6,4523,5828,10351,-60.0,-51.04058272632675
Biak,2024-12,8,21316,5110,26426,-46.666666666666664,-43.05355026398018
Biak,2025-01,9,7721,4660,12381,-52.63157894736843,-61.161302465650294
Biak,2025-02,7,4391,2019,6410,-12.5,-29.937698109082955
Biak,2025-03,8,14543,6218,20761,-46.666666666666664,-42.54600802546008
Biak,2025-04,12,24725,8670,33395,33.33333333333333,148.64120318665775
Biak,2025-05,17,11351,9334,20685,54.54545454545454,91.49231623773375
Biak,2025-06,17,17377,12129,29506,6.25,-10.647447156441158
Biak,2025-07,12,14721,5927,20648,-7.692307692307687,-7.755539671193712
Biak,2025-08,12,3903,12230,16133,-19.999999999999996,-53.37283236994219
Biak,2025-09,12,3315,13238,16553,33.33333333333333,30.513285500275966
Biak,2025-10,14,33646,6876,40522,27.27272727272727,316.6358215093564
Biak,2025-11,9,4456,7120,11576,50.0,11.834605352139892
Biak,2025-12,17,38458,7672,46130,112.5,74.56293044728677
Biak,2026-01,11,32130,3758,35888,22.222222222222232,189.86350052499796
Biak,2026-02,13,14790,18179,32969,85.71428571428572,414.33697347893917
Biak,2026-03,15,25215,5776,30991,87.5,49.27508308848321
Biak,2026-04,9,5764,3880,9644,-25.0,-71.1214253630783
Biak,2026-05,10,7095,4073,11168,-41.17647058823529,-46.009185400048345
Biak,2026-06,10,6098,1127,7225,-41.17647058823529,-75.51345489053074
Biak,2026-07,13,19959,3604,23563,8.333333333333325,14.117590081363819
Biak,2026-08,11,10481,4918,15399,-8.333333333333337,-4.5496807785284865
Bitung,2019-01,48,112521,70699,183220,,
Bitung,2019-02,58,135842,119408,255250,,
Bitung,2019-03,60,122739,48732,171471,,
Bitung,2019-04,62,137175,53141,190316,,
Bitung,2019-05,67,111705,87994,199699,,
Bitung,2019-06,59,120623,59462,180085,,
Bitung,2019-07,54,130515,67997,198512,,
Bitung,2019-08,70,148017,52066,200083,,
Bitung,2019-09,64,114416,56662,171078,,
Bitung,2019-10,72,131058,98948,230006,,
Bitung,2019-11,71,160689,64363,225052,,
Bitung,2019-12,71,139171,105238,244409,,
Bitung,2020-01,78,173922,45863,219785,62.5,19.956882436415246
Bitung,2020-02,70,146414,54745,201159,20.68965517241379,-21.19138099902057
Bitung,2020-03,83,152478,107023,259501,38.33333333333333,51.33812714686448
Bitung,2020-04,67,138521,123402,261923,8.064516129032251,37.62531789234747
Bitung,2020-05,63,92254,52695,144949,-5.970149253731338,-27.416261473517643
Bitung,2020-06,70,117872,75289,193161,18.644067796610166,7.261015631507339
Bitung,2020-07,69,110134,53734,163868,27.777777777777768,-17.451841702264847
Bitung,2020-08,78,120232,71506,191738,11.428571428571432,-4.170769130810714
Bitung,2020-09,50,90989,39669,130658,-21.875,-23.626649832240265
Bitung,2020-10,57,125997,41312,167309,-20.833333333333336,-27.25885411684913
Bitung,2020-11,64,151198,47330,198528,-9.859154929577462,-11.7857206334536
Bitung,2020-12,57,113336,31354,144690,-19.718309859154925,-40.80005237123019
Bitung,2021-01,70,146632,46282,192914,-10.256410256410254,-12.226039083649932
Bitung,2021-02,49,70733,86940,157673,-30.000000000000004,-21.617725281990865
Bitung,2021-03,69,123115,44362,167477,-16.867469879518072,-35.4619057344673
Bitung,2021-04,54,109970,48901,158871,-19.402985074626866,-39.34438747265418
Bitung,2021-05,51,81970,49351,131321,-19.047619047619047,-9.401927574526214
Bitung,2021-06,59,137296,56789,194085,-15.714285714285714,0.4783574324009443
Bitung,2021-07,66,141668,42267,183935,-4.347826086956519,12.245832011130918
