month,container,dry_bulk,general_cargo,roro,tanker,cargo
2023-06,0.10821071895761215,0.24794776459130244,0.03806251313228941,0.0006938646489073226,0.2101640076427062,0.39492113102718246
2023-07,0.11736934879112733,0.2196192076114186,0.039248169936604904,0.0006109087227705075,0.24629892977607923,0.37685343516199943
2023-08,0.11642685000581973,0.24148368084188307,0.043914615165478746,0.0005367981941030545,0.19526941299560724,0.40236864279710816
2023-09,0.12664214126642562,0.2132630735422351,0.0429984030135042,0.0010533558207948502,0.23207937981737303,0.3839636465396672
2023-10,0.1068879626386814,0.22692250816442114,0.04839747873662952,0.0007564490122084045,0.23406365590626332,0.3829719455417962
2023-11,0.10725182315446698,0.23830821711793004,0.04820873610233079,0.000732762657617985,0.21098949243451684,0.3945089685331374
2023-12,0.11139414775087318,0.2228278469042015,0.044679761646634085,0.0004601965030708503,0.24126919771260186,0.37936884948261856
2024-01,0.11907083738036155,0.22586972072148015,0.03846929864940495,0.0005337250193256889,0.23210582511563457,0.3839505931137931
2024-02,0.12194092968844546,0.2116177091771182,0.03941650928895568,0.0011654373972099052,0.2517116419939528,0.37414777245431796
2024-03,0.0938309195201678,0.2573525172599467,0.037030354662670205,0.0005270816635409306,0.22251123262447606,0.3887478942691983
2024-04,0.10074955079189002,0.2427863360104883,0.03592420879101956,0.0008371088661376247,0.2393997742253748,0.3803030213150897
2024-05,0.12078282434440432,0.22997710782289013,0.03915220611044803,0.0004242316522582825,0.2193207575398153,0.3903428725301839
2024-06,0.11133117476919618,0.23004817134551872,0.03649065820710999,0.0012287051937950998,0.24179520319039544,0.37910608729398454
2024-07,0.11341575143602307,0.23481025143749973,0.03561669590529258,0.0006270532715967593,0.23105378837635349,0.38447645957323434
2024-08,0.12314368785344798,0.21820403988826084,0.04025987809781378,0.0006653138579911762,0.2354476672152719,0.3822794130872143
2024-09,0.10390145765882486,0.23796297277552453,0.040381158020201875,0.001011310631327315,0.23347992178883784,0.38326317912528357
2024-10,0.10510184742927328,0.2253434440744701,0.044891219443643535,0.0007293276049927649,0.24786105764230917,0.37607310380531117
2024-11,0.09586690177190459,0.25813912204639716,0.034561493667375265,0.0013260666355061816,0.22020599118446246,0.3899004246943543
2024-12,0.10371738469511672,0.2571409014740908,0.038196060963390795,0.0010550169072528147,0.1997749549941573,0.40011568096599154
2025-01,0.08644137714569171,0.2763797823458455,0.0341798175012339,0.0008472928484733444,0.20429808392469212,0.39785364623406344
2025-02,0.08058561478803475,0.27082413914822345,0.03203174059103924,0.0008523917994742257,0.23140544806601251,0.38430066560721576
2025-03,0.09559412092744374,0.249679061850718,0.035701218246907536,0.0013006108763926804,0.2354420839453184,0.38228290415321964
2025-04,0.10292921418033907,0.24531846883453473,0.03283768776712179,0.0012463361282495874,0.23533096534433237,0.38233732774542245
2025-05,0.10287623688847582,0.24969820896373293,0.034986803147290906,0.0008726013308998765,0.2231267201667113,0.3884394295028892
2025-06,0.09597935023692232,0.2555528029426336,0.03190388010445982,0.0014690834747169347,0.23018336493276279,0.38491151830850456
2025-07,0.09748021895180944,0.2565463989059105,0.03352330011527775,0.001996035184729449,0.22090243518650243,0.38955161165577035
2025-08,0.09733276239831477,0.2715583289123359,0.02942020652778791,0.0012904557842648334,0.20079027501255892,0.3996079713647377
2025-09,0.0975593197241777,0.25358748867741837,0.03388659922763941,0.0008961358211038979,0.22813458050436516,0.38593587604529545
2025-10,0.10330559099239878,0.2495809100032196,0.03229169521344414,0.0008987224652931775,0.2278397774945316,0.3860833038311127
2025-11,0.10711991503596716,0.2552677141775351,0.03484404519530872,0.001158953706696795,0.20321286642621372,0.39839650545827854
2025-12,0.13180372587569744,0.21288437577045383,0.03936626089134242,0.001332670981747265,0.22921940886052958,0.3853935576202295
2026-01,0.12294024624953254,0.22597543786207144,0.034915729877054706,0.0007567564050879516,0.23081670465872098,0.3845951249475324
2026-02,0.11159149522788392,0.25424000505333244,0.03149850075587352,0.0010034085611911666,0.20332722703428527,0.3983393633674337
2026-03,0.11441036177756599,0.23852501381932617,0.03619165098984879,0.0009213865354282543,0.21989646205821503,0.3900551248196158
2026-04,0.12241693403556364,0.2266353609662961,0.038670839929577656,0.0009727196970453293,0.22260161730932812,0.38870252806218913
2026-05,0.11011297149070233,0.2491160213816695,0.03440658539418983,0.0006371113903253843,0.21144803132907522,0.39427927901403775
2026-06,0.10957828104775062,0.26518359391268176,0.02977940071863154,0.0005674623299408705,0.18977704059739345,0.40511422139360176
2026-07,0.09595378815869694,0.27183155033934936,0.03265332182270189,0.0007634212008028242,0.1975898320243758,0.40120808645407324
2026-08,0.10891405186663329,0.2507405264136383,0.03377853314005608,0.0004017788624005364,0.21232368827590586,0.3938414214413659
