month,top5_calls,top10_calls,top5_vol,top10_vol
2024-05-01,0.3200667302192564,0.6491897044804575,0.45805795888130646,0.7041737765359168
2024-06-01,0.41504733432984553,0.6223218734429496,0.4103003079516411,0.6555958066384605
2024-07-01,0.3798298906439854,0.6160388821385177,0.4232588257441878,0.6632995032509874
2024-08-01,0.3214013709063214,0.642041127189642,0.46740688210362213,0.7102027713880581
2024-09-01,0.3366795366795367,0.6254826254826255,0.46963896173974323,0.6909886151300081
2024-10-01,0.41002879078694815,0.6115642994241842,0.42952467354309787,0.6653487265149968
2024-11-01,0.32285368802902054,0.5980652962515115,0.43481542968509496,0.6717984873602263
2024-12-01,0.31952805201059475,0.5935468336142548,0.4234389093015556,0.672495698298092
2025-01-01,0.2942643391521197,0.6074812967581047,0.4553376507958899,0.6965544510514905
2025-02-01,0.3116538359437218,0.602070613220069,0.41766411745453996,0.6691955159280147
2025-03-01,0.4257150088585168,0.6092128575044292,0.41803222271816665,0.6457433093017906
2025-04-01,0.3843454790823212,0.6105263157894737,0.4181059879415575,0.655891866908478
2025-05-01,0.31124694376528117,0.6112469437652812,0.41322584959706415,0.6729778200920887
2025-06-01,0.41260315078769694,0.6219054763690923,0.41269663307455234,0.6729095798753336
2025-07-01,0.42411347517730497,0.6059101654846336,0.41540271775430365,0.6781162364758094
2025-08-01,0.2916274694261524,0.610065851364064,0.4480474902254125,0.6903583245791459
2025-09-01,0.37122514117358213,0.6002946231279156,0.42490582234118496,0.6846269474266137
2025-10-01,0.32749099639855944,0.6096038415366146,0.453505084819711,0.6978852769779036
2025-11-01,0.37326956959476465,0.6081047067707023,0.4535794257242784,0.6850076982127247
2025-12-01,0.3268206039076377,0.6335955341283938,0.4814388453979939,0.7286505054828687
2026-01-01,0.3287417218543046,0.6378807947019868,0.47597518716189247,0.7123217116173465
2026-02-01,0.4332939787485242,0.6221959858323495,0.4640033433134279,0.6953490105440916
2026-03-01,0.3960367604824813,0.6306720275703619,0.44723520687694823,0.6888876284771338
2026-04-01,0.4207770735739873,0.6222099751997796,0.4964320517078482,0.7261535981492946
2026-05-01,0.30853174603174605,0.5890376984126984,0.47006317943000964,0.7019873133278228
2026-06-01,0.3167250876314472,0.5936404606910366,0.477334342424761,0.7077904518335906
2026-07-01,0.3126042411246128,0.5992375506314034,0.47291896430390884,0.7031761499489863
2026-08-01,0.312433011789925,0.6031618435155413,0.4807261942229431,0.6998492315650113
